head;relation;tail;head_rank;tail_rank
6248693;_hypernym;5996646;1;1
11852255;_hypernym;11573660;1;1
389638;_hypernym;224901;1;1
1872635;_member_meronym;1872772;1;1
9140148;_has_part;8605261;1;1
430140;_hyponym;507673;1;1
10018861;_hypernym;10677271;1;1
7992450;_hyponym;7940865;1;1
7161429;_hyponym;7167415;1;1
2923129;_hypernym;2727825;1;1
3307274;_hyponym;3399240;1;1
9275473;_has_part;8813978;1;1
1409523;_hypernym;1405044;1;1
897746;_derivationally_related_form;10207831;1;1
1467370;_derivationally_related_form;8565701;1;1
9425607;_derivationally_related_form;1513838;1;1
6880664;_derivationally_related_form;135285;1;1
2658670;_hypernym;1432517;1;1
1031256;_derivationally_related_form;318186;1;1
305846;_derivationally_related_form;7116304;1;1
1723259;_hypernym;1656813;1;1
8654360;_instance_hyponym;8726305;1;1
1344963;_also_see;922594;1;1
4451818;_hyponym;4050066;1;1
13124654;_derivationally_related_form;2652590;1;1
11894173;_member_meronym;11894770;1;1
222135;_derivationally_related_form;264529;1;1
1277974;_derivationally_related_form;3376279;1;1
1408383;_member_meronym;1408547;1;1
9631;_hypernym;10054;1;1
7020895;_hyponym;7281635;1;1
2654890;_member_holonym;2652335;1;1
5785508;_hyponym;5784242;1;1
8108972;_hyponym;11537886;41;MISS_1520
1709278;_hypernym;1657723;1;1
1051331;_hyponym;1053067;1;1
8740875;_has_part;8742743;15;461
14698000;_hyponym;14936226;1;1
8860123;_member_of_domain_region;5689109;1;1
13448778;_hypernym;13518963;1;1
2467003;_verb_group;2467203;1;1
3826;_hypernym;1740;1;1
1907258;_hyponym;2033295;1;1
1019524;_hypernym;1018630;1;1
6028904;_hypernym;6027264;1;1
11573660;_hyponym;11810190;1;1
4634540;_derivationally_related_form;857923;1;1
1657723;_hyponym;1749428;1;1
1765392;_hypernym;1764800;1;1
10252354;_hypernym;13950812;1;1
1484982;_hypernym;452512;1;1
14514805;_hypernym;14514039;1;1
2222718;_member_meronym;2224323;64;89
12954185;_member_meronym;12954353;1;1
6838543;_hypernym;6828818;1;1
358431;_derivationally_related_form;9488259;1;1
8506641;_hypernym;8673395;1;1
10644179;_derivationally_related_form;1230350;1;1
1813668;_derivationally_related_form;7527817;1;1
98385;_hypernym;97504;1;1
650353;_hypernym;618878;1;1
8933287;_part_of;8932568;1;1
1726960;_member_meronym;1729838;1;1
6955931;_hyponym;6926212;1;1
120202;_derivationally_related_form;1965156;1;1
903385;_hypernym;806049;1;1
2258600;_also_see;1076793;1;1
1171644;_member_of_domain_topic;4121511;1;1
12005500;_hypernym;11579418;1;1
559919;_derivationally_related_form;4992570;1;1
162632;_derivationally_related_form;1021420;1;1
10435;_verb_group;13615;1;1
10488016;_derivationally_related_form;6055946;1;1
12800832;_hypernym;12800586;1;1
8837864;_part_of;8837552;1;1
2220055;_member_holonym;2219901;1;1
1363648;_hyponym;1364184;1;1
13456071;_derivationally_related_form;573247;1;1
378479;_derivationally_related_form;2761685;MISS_252;MISS_342
1105259;_hyponym;1106272;1;1
2238085;_hyponym;2270404;1;1
12163649;_member_meronym;12164065;1;1
6363778;_hypernym;6349220;MISS_170;MISS_237
9130076;_part_of;8564307;1;1
4508062;_synset_domain_region_of;8860123;1;1
3288225;_part_of;4062179;61;143
4160586;_hypernym;2691156;1;1
10089615;_derivationally_related_form;2527431;1;1
4567222;_hypernym;3720163;1;1
10310903;_hypernym;7846;1;1
1407904;_synset_domain_topic_of;464894;1;1
8779504;_part_of;9275473;1;1
12425281;_hyponym;12450344;1;1
1315581;_derivationally_related_form;2533075;1;1
649482;_hyponym;650743;1;1
1389507;_member_holonym;1389188;1;1
10729923;_synset_domain_usage_of;7157273;2;1
1936391;_member_holonym;1936219;1;1
4990525;_hypernym;4990220;1;1
593669;_derivationally_related_form;5781145;1;1
12446200;_hyponym;12448361;1;1
10022111;_instance_hyponym;11086774;1;1
4801532;_hyponym;4801763;1;1
3959701;_hyponym;2740764;1;1
1072780;_derivationally_related_form;1182293;1;1
2238743;_hypernym;1759182;1;1
2529772;_hyponym;2530421;1;1
1786879;_member_holonym;1768402;1;1
9117351;_has_part;9453288;1;1
15118453;_hyponym;15139130;1;1
4876053;_hyponym;4825383;1;1
6232880;_hypernym;6224136;1;1
7707451;_part_of;12205694;1;1
614057;_derivationally_related_form;10007109;1;1
3421768;_synset_domain_topic_of;8199025;1;1
812580;_derivationally_related_form;9997404;1;1
296178;_derivationally_related_form;999787;1;1
7560903;_hypernym;7560652;1;1
2164464;_hyponym;2170400;1;1
6822198;_derivationally_related_form;983333;1;1
2494356;_hypernym;2495038;1;1
5519085;_has_part;5520699;1;1
6688522;_derivationally_related_form;2356567;1;1
667424;_hyponym;667942;1;1
12396924;_has_part;2949691;1;1
2657219;_hyponym;2659358;1;1
1771966;_hypernym;1342529;1;1
9911849;_derivationally_related_form;4878646;1;1
1089137;_hypernym;1088923;11;3
299580;_hyponym;505802;1;1
12150447;_hypernym;12149751;1;1
367685;_derivationally_related_form;146856;1;1
14319454;_hypernym;14299637;1;1
635850;_hyponym;143251;1;1
13751829;_hypernym;13745420;1;1
1627947;_hypernym;1627355;1;1
1126051;_derivationally_related_form;7298154;1;1
1454636;_derivationally_related_form;4495843;1;1
11705921;_member_meronym;11706325;1;1
2434238;_derivationally_related_form;8008335;1;1
11322178;_instance_hypernym;10599806;1;1
9282724;_derivationally_related_form;511855;1;1
1647229;_hyponym;2396205;1;1
2491107;_hypernym;2490219;1;1
673710;_derivationally_related_form;176618;1;1
8739206;_member_holonym;8176077;1;1
11692952;_member_meronym;11739530;1;1
248026;_hyponym;249556;1;1
3845550;_hyponym;2997773;1;1
12134025;_hypernym;12141495;1;1
1905661;_hyponym;1922303;1;1
2483267;_hyponym;2484049;1;1
1938850;_hyponym;1949684;1;1
392950;_derivationally_related_form;1351170;1;1
161243;_hyponym;180962;1;1
1743217;_derivationally_related_form;10413834;1;1
11766609;_member_meronym;11773860;1;1
33615;_hyponym;13575869;1;1
4429756;_synset_domain_topic_of;3082979;1;1
1745536;_derivationally_related_form;652659;1;1
12171503;_member_holonym;12170415;1;1
8025497;_instance_hypernym;8392137;1;1
12759496;_hypernym;11567411;1;1
82714;_hypernym;78760;1;1
15015501;_derivationally_related_form;504901;1;1
2460684;_hypernym;1864707;1;1
12268096;_member_holonym;12260208;1;1
883226;_derivationally_related_form;7229530;1;3
8441203;_member_of_domain_topic;6560254;1;1
11651259;_member_meronym;11653323;1;1
8755852;_part_of;8756202;1;1
1313411;_hypernym;214951;1;1
9904057;_hypernym;10372373;1;1
7990956;_member_meronym;1503061;1;1
4119892;_derivationally_related_form;2362798;1;1
9049303;_has_part;9112282;1;1
119873;_hypernym;109660;1;1
13140699;_member_meronym;13143930;1;1
1023820;_derivationally_related_form;2372605;1;1
13289845;_hypernym;13384557;1;1
283568;_hyponym;290579;1;1
1487311;_derivationally_related_form;2924023;1;1
775943;_hypernym;796886;1;1
10650162;_instance_hyponym;10989610;1;1
1432517;_hyponym;2584325;1;1
2512053;_hyponym;2514825;1;1
243918;_member_of_domain_topic;505151;1;1
9107626;_part_of;9105821;1;1
1964636;_member_holonym;1955463;1;1
5102101;_part_of;5101815;1;1
2446352;_hypernym;2445715;1;1
2418872;_also_see;638981;MISS_705;MISS_16
15224293;_synset_domain_topic_of;8441203;2;1
9934921;_derivationally_related_form;13384557;1;1
1726390;_member_meronym;1751621;30;26
827379;_derivationally_related_form;1271189;1;1
13046285;_member_holonym;13038944;1;1
4254777;_hyponym;2713218;1;1
8524735;_instance_hyponym;8732807;1;1
8860123;_member_of_domain_region;10525878;1;1
945401;_hypernym;407535;1;1
7250339;_hyponym;7250727;1;1
549472;_hypernym;549284;1;1
5088804;_hypernym;5083328;1;1
3457793;_hypernym;3461119;1;1
1733213;_synset_domain_topic_of;543233;1;1
2249018;_derivationally_related_form;6356515;78;60
1256157;_hyponym;1752025;1;1
8208016;_hyponym;8209687;1;1
6990000;_hypernym;6986558;1;1
5706954;_hypernym;5706629;1;1
918872;_hyponym;919424;1;1
2313250;_hyponym;2317661;1;1
2950482;_hypernym;3467984;1;1
535844;_derivationally_related_form;7829412;1;1
8163273;_hypernym;8163792;1;1
10207169;_hyponym;10333317;MISS_15;MISS_23
13996300;_hyponym;13996571;1;1
10084295;_derivationally_related_form;15147330;1;1
11864602;_hypernym;11565385;1;1
366691;_derivationally_related_form;4975340;1;1
10386071;_hypernym;7846;1;1
2232190;_hyponym;1062555;1;1
12952022;_member_holonym;12951465;1;1
3350602;_synset_domain_topic_of;454237;1;1
2499178;_hypernym;1864707;1;1
10697135;_synset_domain_region_of;8860123;1;1
3900509;_hyponym;4394630;1;1
7817599;_part_of;12021499;1;1
1355326;_hyponym;1362623;1;1
64504;_hyponym;64370;1;1
505151;_hypernym;126264;1;1
13100677;_hyponym;13144794;1;1
1403052;_member_holonym;1402831;1;1
8594886;_synset_domain_topic_of;8199025;1;1
8730550;_instance_hypernym;9316454;1;1
9330913;_part_of;9043052;1;1
10125786;_hyponym;10283663;1;1
12546015;_member_meronym;12546962;1;1
10527334;_hyponym;10131268;1;1
4715487;_hyponym;4718563;1;1
8889191;_part_of;8888676;1;1
2067100;_member_meronym;2067240;1;1
4635631;_hypernym;4616059;1;1
7398097;_derivationally_related_form;2186506;1;1
12992868;_hyponym;13025647;1;1
8524735;_instance_hyponym;8879388;1;21
3598151;_hypernym;3381776;1;1
1877620;_hypernym;1835496;1;1
1972411;_member_holonym;1972283;1;1
2547225;_derivationally_related_form;14440137;1;1
2129709;_derivationally_related_form;5656537;1;1
9998101;_hyponym;10113583;1;1
6394865;_instance_hyponym;6441973;1;1
552253;_hypernym;126264;1;1
8293982;_hypernym;8008335;1;1
5476256;_hyponym;5479314;1;1
955060;_hyponym;972621;1;1
9767197;_derivationally_related_form;1095899;1;1
2594250;_hyponym;2596067;1;1
13949576;_derivationally_related_form;2099774;1;1
8842258;_instance_hypernym;9203827;1;1
7118002;_derivationally_related_form;951206;1;1
1775879;_member_meronym;1781274;1;1
14947807;_derivationally_related_form;523436;1;1
10268629;_derivationally_related_form;8375526;1;1
13444131;_hypernym;13446390;1;1
15247518;_hyponym;15255195;1;1
12646950;_hypernym;13112664;1;1
1683724;_hypernym;1656813;1;1
607405;_derivationally_related_form;5996646;1;1
5075602;_derivationally_related_form;2333689;1;1
8917503;_part_of;8916316;1;1
10433164;_derivationally_related_form;1941093;1;1
8441203;_member_of_domain_topic;122106;1;1
10582746;_hyponym;10028765;1;1
9409203;_hypernym;2684;1;1
12619306;_member_meronym;12623368;3;132
2271740;_hypernym;1759182;1;1
10384214;_derivationally_related_form;6073494;1;1
422551;_hypernym;421437;1;1
354634;_hypernym;1859221;1;1
8810051;_part_of;8811215;1;1
1401772;_hypernym;1400044;1;1
8524735;_instance_hyponym;8919475;1;1
3051540;_hyponym;4446162;73;121
1485158;_derivationally_related_form;1103788;1;1
5654362;_hyponym;5656042;1;1
2018049;_hyponym;1979462;1;1
5313535;_hypernym;5254795;1;1
6149484;_member_of_domain_topic;14444326;1;1
3196324;_hypernym;3082979;1;1
4723816;_hyponym;4753455;1;1
12727729;_member_holonym;12724201;1;1
3894051;_hypernym;3003730;1;1
11942144;_member_holonym;11911591;1;1
3004824;_has_part;3024064;1;1
10129825;_hyponym;10247358;1;1
1453433;_also_see;2677797;MISS_3;MISS_19
12683950;_member_holonym;12684640;1;1
1109863;_derivationally_related_form;959992;1;1
8103777;_hyponym;1999374;1;1
471277;_hypernym;557588;1;1
9935434;_hyponym;9990904;1;1
14084880;_hypernym;14052403;1;1
11799732;_has_part;11800236;1;1
4347754;_hyponym;2755529;1;1
11527967;_hypernym;11419404;1;1
2499312;_hypernym;2501738;1;1
2058794;_also_see;2094755;2;1
11672400;_hyponym;11862300;1;1
2050132;_hyponym;1913363;1;1
10502950;_derivationally_related_form;1155044;1;1
2934168;_part_of;2933990;1;1
8524735;_instance_hyponym;9008130;1;1
834198;_derivationally_related_form;1642924;1;1
11850521;_member_holonym;11850337;1;1
5893653;_hypernym;5833840;1;1
2676789;_verb_group;2707429;1;1
1190561;_synset_domain_topic_of;8441203;1;1
11947251;_hypernym;13118707;1;1
13192025;_member_meronym;13199244;1;1
3526198;_hyponym;3308853;1;1
13583724;_hyponym;13604275;1;1
6503224;_derivationally_related_form;277399;1;1
1068012;_hypernym;1066163;1;1
9790482;_derivationally_related_form;644583;1;1
10557854;_hyponym;10206887;1;1
13248928;_hypernym;13248393;1;1
4692908;_hypernym;4692157;1;1
6394865;_instance_hyponym;6433249;1;1
427397;_hypernym;2609764;1;1
653719;_hypernym;634586;1;1
1144133;_hyponym;1144355;1;1
3066658;_derivationally_related_form;10978098;1;1
2196690;_derivationally_related_form;7828987;1;1
1402381;_member_meronym;1402169;1;1
12172715;_member_holonym;12169776;1;1
826509;_hyponym;842772;1;1
8977948;_has_part;8978161;1;1
246217;_hypernym;247390;1;1
8524735;_instance_hyponym;8951278;1;1
10547145;_instance_hyponym;10938363;1;1
7974025;_derivationally_related_form;739662;1;1
14624369;_hyponym;14646152;1;1
12423565;_member_meronym;12445848;1;1
85626;_derivationally_related_form;3673594;1;1
9454265;_instance_hypernym;9215664;1;1
12150969;_hypernym;12150028;1;1
650353;_derivationally_related_form;4748836;1;1
12538603;_member_meronym;12540250;1;1
1438720;_member_meronym;1440344;24;108
7569106;_hyponym;7569873;1;1
8860123;_member_of_domain_region;3476684;1;1
527367;_derivationally_related_form;1159964;1;1
8860123;_member_of_domain_region;13249245;1;1
917772;_hyponym;918580;1;1
7705931;_hypernym;13134947;1;1
363052;_hypernym;362659;1;1
7193184;_derivationally_related_form;788184;1;1
13650447;_part_of;13660178;1;1
7298154;_derivationally_related_form;2596493;1;1
1522952;_member_holonym;1522789;1;1
5512835;_part_of;5511061;1;1
252019;_derivationally_related_form;13489037;1;1
3308853;_part_of;2872752;1;1
9683306;_hypernym;9682291;1;1
514871;_derivationally_related_form;248063;1;1
1727646;_hyponym;1734418;1;1
1392380;_member_holonym;1391569;1;1
13550089;_synset_domain_topic_of;6055946;1;1
1670378;_member_holonym;1669883;1;1
2038791;_derivationally_related_form;5068080;1;1
7331210;_hypernym;7427337;1;1
6084469;_member_of_domain_topic;267519;1;1
9375693;_instance_hypernym;9360122;1;1
2157557;_hypernym;5470189;1;1
2792049;_hyponym;4424936;1;1
6128570;_member_of_domain_topic;4932875;1;1
1626134;_hyponym;1642671;1;1
3009269;_derivationally_related_form;1949817;1;1
1394464;_derivationally_related_form;358290;1;1
3499142;_hypernym;3290771;1;1
1751979;_member_meronym;1752165;2;1
8524735;_instance_hyponym;8706663;1;1
12515711;_has_part;12515925;1;1
138599;_derivationally_related_form;1431879;1;1
13812607;_derivationally_related_form;10236304;1;1
1987353;_member_meronym;1987545;1;1
2346823;_hypernym;1862557;1;1
2104882;_hypernym;2104523;1;1
10402086;_hyponym;9853645;1;1
9328904;_instance_hyponym;9326299;1;1
1808989;_member_holonym;1808785;1;1
566895;_hypernym;126264;1;1
1369346;_also_see;1259691;MISS_21;MISS_62
4062179;_hypernym;3579982;1;1
3845550;_hypernym;4074482;1;1
8000304;_derivationally_related_form;2727039;1;1
3783017;_hyponym;3921749;1;1
7846;_hyponym;9845401;1;1
8419163;_derivationally_related_form;2210855;1;1
476389;_has_part;457228;1;1
955060;_hyponym;971463;1;1
10070711;_hypernym;10047459;1;1
7959269;_hyponym;7961016;1;1
1736569;_member_meronym;1736796;1;1
2620587;_hyponym;2621395;1;1
12445138;_member_holonym;12423565;1;1
14285662;_hyponym;14298815;1;1
9797113;_derivationally_related_form;720808;1;1
330003;_hypernym;328802;1;1
8149781;_hyponym;8096301;3;2
5775407;_hyponym;5776212;1;1
12551457;_hypernym;13104059;1;1
925873;_verb_group;545557;1;1
1547641;_hypernym;1494310;1;1
12131767;_member_holonym;12131216;1;1
575741;_hyponym;719494;1;1
5418717;_hyponym;5423779;1;1
13006377;_member_holonym;13000372;1;1
4708113;_hyponym;4708543;1;1
109660;_hyponym;94460;1;1
1662771;_derivationally_related_form;3779621;1;1
331102;_derivationally_related_form;2753255;1;1
10707233;_hyponym;10427764;1;1
126264;_hyponym;495038;1;1
12586110;_hypernym;11556857;1;1
10299700;_derivationally_related_form;1430633;1;1
12166128;_hypernym;12157769;1;1
1403805;_member_holonym;1402169;1;1
1938850;_hyponym;1947874;1;1
1680836;_derivationally_related_form;6102476;1;1
15153787;_hypernym;15144371;1;1
785962;_derivationally_related_form;10207831;1;1
1941987;_synset_domain_topic_of;300441;1;1
4256520;_hyponym;3100346;1;1
469651;_member_of_domain_topic;139544;1;1
8574314;_instance_hyponym;8502797;1;1
2504131;_derivationally_related_form;123170;1;1
28651;_has_part;27167;1;1
1617192;_hyponym;1710317;1;1
10141590;_hypernym;10373998;1;1
382493;_derivationally_related_form;7416441;1;1
6770875;_hypernym;6722453;1;1
1086103;_derivationally_related_form;10542888;1;1
1180695;_also_see;1557614;1;1
1955127;_derivationally_related_form;61290;1;1
2690093;_hypernym;2655135;1;1
768778;_derivationally_related_form;159899;1;1
47945;_hyponym;51511;1;1
10661563;_derivationally_related_form;6249177;1;1
3536348;_derivationally_related_form;1661804;1;1
2769290;_hypernym;3996416;1;1
8860123;_member_of_domain_region;10229721;1;1
11592146;_hyponym;13069535;1;1
1921204;_derivationally_related_form;291965;1;1
8860123;_member_of_domain_region;5909384;1;1
8742743;_part_of;8740875;621;47
2072673;_derivationally_related_form;4055180;1;1
365188;_hypernym;126264;1;1
1418667;_hyponym;1419160;7;3
8441203;_member_of_domain_topic;5179180;1;1
12185078;_hypernym;11575425;1;1
2593107;_hypernym;2413480;1;1
6098195;_member_of_domain_topic;9247071;1;1
791078;_hyponym;795161;1;1
3268142;_synset_domain_region_of;8860123;1;1
14547369;_derivationally_related_form;1017738;1;1
1323338;_derivationally_related_form;15032376;1;1
2431337;_hypernym;2431122;1;1
6090869;_member_of_domain_topic;1737417;1;1
928015;_hypernym;831651;1;1
1457082;_member_holonym;1456939;1;1
1084866;_verb_group;1084588;1;1
318816;_derivationally_related_form;3281935;1;1
12511046;_hypernym;11585340;1;1
15279596;_part_of;15279957;1;1
1963017;_member_holonym;1955463;1;1
431610;_hypernym;140123;1;1
12423565;_member_meronym;12443144;1;1
58645;_hypernym;56930;1;1
7110615;_derivationally_related_form;10599806;1;1
12787565;_member_meronym;12791539;1;1
1012712;_derivationally_related_form;483801;1;1
5005250;_hyponym;5006285;1;1
11708181;_member_meronym;11708442;1;1
9641757;_hyponym;9719430;1;1
6238;_hypernym;104868;1;1
1094725;_member_of_domain_topic;2392654;1;1
8008335;_hyponym;8049401;1;1
10745332;_hypernym;9863238;1;1
3649909;_derivationally_related_form;1319562;1;1
9977520;_derivationally_related_form;974786;1;1
1690294;_synset_domain_topic_of;933420;1;1
1884348;_member_meronym;1884476;1;1
11911591;_member_meronym;11938977;1;1
12932532;_hypernym;11585340;1;1
9993252;_derivationally_related_form;1997862;1;1
7519773;_derivationally_related_form;1782650;1;1
3213826;_part_of;3213014;1;1
2642634;_derivationally_related_form;1767661;1;1
1408153;_synset_domain_topic_of;464894;1;1
9207288;_has_part;8848094;1;1
2708224;_hypernym;3082979;1;1
61079;_hypernym;60833;1;1
7152259;_hyponym;7152752;1;1
699626;_derivationally_related_form;6511874;1;1
6394865;_instance_hyponym;6436939;1;1
14094068;_hypernym;14058563;1;1
1521367;_derivationally_related_form;7443010;1;1
8524735;_instance_hyponym;8727003;1;1
1118081;_derivationally_related_form;788821;1;1
8293490;_hypernym;7951464;1;1
2245993;_verb_group;2244956;1;1
2062017;_hyponym;2073250;1;1
1999374;_member_meronym;1999767;1;1
6004067;_member_of_domain_topic;639693;1;1
5407119;_hypernym;5404728;1;1
13631037;_hypernym;13601596;1;1
65070;_derivationally_related_form;14324274;1;1
2129289;_verb_group;2156225;1;1
213903;_hyponym;215013;1;1
24279;_hypernym;22686;1;1
7335414;_derivationally_related_form;388635;1;1
13583724;_hyponym;13607985;1;1
1728840;_derivationally_related_form;3565402;1;1
996969;_derivationally_related_form;489837;1;1
9619824;_hyponym;10785333;MISS_215;MISS_582
2589576;_derivationally_related_form;9906538;1;1
3740161;_hyponym;2706373;1;1
720565;_derivationally_related_form;2382087;1;1
9411430;_has_part;9475292;1;1
2686952;_derivationally_related_form;13913427;1;1
12205694;_hyponym;12357968;1;1
2460684;_member_meronym;2460817;1;1
4446521;_hyponym;3993053;1;1
9761403;_derivationally_related_form;618734;1;1
14770838;_hypernym;4528630;1;1
5936704;_hypernym;5928118;1;1
201407;_derivationally_related_form;751145;1;1
2711835;_derivationally_related_form;3390983;MISS_296;MISS_47
2952109;_hypernym;3309808;1;1
1539573;_member_holonym;1539377;1;1
2461701;_hypernym;1864707;1;1
1237872;_derivationally_related_form;405236;1;1
6570110;_hyponym;6571301;1;1
6295235;_member_of_domain_usage;3688192;1;1
1789386;_hyponym;1809752;1;1
6498569;_member_meronym;6836714;1;1
752764;_hyponym;754731;1;1
239321;_hypernym;109660;1;1
842692;_derivationally_related_form;2765692;1;1
14096724;_hyponym;14553590;1;1
8025497;_synset_domain_region_of;9039411;1;1
1704953;_synset_domain_topic_of;929718;1;1
2394822;_hypernym;1862557;1;1
8976913;_instance_hypernym;8524735;1;1
13138308;_hyponym;7751451;1;1
6451891;_has_part;6433249;1;1
217700;_derivationally_related_form;7364115;1;1
8230679;_hypernym;8227214;1;1
12915400;_hypernym;11566230;1;1
8847694;_has_part;9044190;1;1
1600909;_hypernym;1507175;1;1
443670;_derivationally_related_form;9260466;1;1
5826469;_derivationally_related_form;667942;1;1
11575425;_hyponym;11874707;1;1
1809064;_hypernym;725274;1;1
5802547;_derivationally_related_form;642644;1;1
12226322;_member_meronym;12233759;1;1
12536665;_hypernym;11585340;1;1
1538161;_hypernym;1534147;1;1
11335878;_instance_hypernym;10323182;1;1
824066;_derivationally_related_form;6711855;1;1
8924238;_part_of;8921850;1;1
14557898;_synset_domain_topic_of;6043075;1;1
8586825;_part_of;8550966;1;1
2844728;_derivationally_related_form;3089348;1;1
15274305;_part_of;463246;1;1
7849336;_hypernym;7555863;1;1
6018465;_member_of_domain_topic;13589321;1;1
8154960;_hypernym;8153437;1;1
1677387;_hypernym;1675963;1;1
1229938;_hyponym;1231819;1;1
10631941;_hyponym;10012484;1;1
9544433;_hyponym;9544746;1;1
10033082;_derivationally_related_form;47945;1;1
6440937;_instance_hypernym;6394865;1;1
7409475;_derivationally_related_form;1892104;1;1
15006258;_hyponym;14872875;1;1
2585489;_derivationally_related_form;10379758;1;1
8761868;_instance_hypernym;8691669;1;1
13609214;_hyponym;13717155;1;1
10090020;_instance_hyponym;10837567;1;1
13112664;_hyponym;12374418;1;1
5701944;_hyponym;5706228;1;1
8761244;_has_part;8762104;1;1
11556857;_hyponym;12588156;1;1
10480730;_member_holonym;8287586;1;1
5329735;_hyponym;5490983;1;1
766234;_hypernym;745005;1;1
12678548;_has_part;7765208;1;1
13104059;_hyponym;12736603;1;1
5271814;_hypernym;5269901;1;1
5780104;_derivationally_related_form;692329;1;1
14888310;_hypernym;14731135;1;1
9027089;_instance_hypernym;8633957;1;1
9605289;_hyponym;9900981;1;1
1042531;_verb_group;907930;1;1
9069862;_has_part;9070363;1;1
1905661;_member_of_domain_topic;5586759;1;1
11924014;_hypernym;11672400;1;1
7714078;_hypernym;7713895;1;1
14526182;_hypernym;14524849;MISS_146;MISS_388
11942366;_member_meronym;11942487;1;1
12793015;_hyponym;12793284;1;1
11771383;_hypernym;11567411;1;1
194645;_hypernym;191142;1;1
1823279;_hypernym;1507175;1;1
2694933;_hypernym;918872;1;1
1079480;_verb_group;1080691;1;1
11842204;_hyponym;11854479;1;1
4019101;_part_of;4473432;1;1
10484858;_synset_domain_topic_of;8441203;1;1
11067885;_instance_hypernym;10515194;1;1
5059830;_derivationally_related_form;2369633;1;1
9287968;_hyponym;9409752;1;1
591622;_derivationally_related_form;9984298;1;1
879540;_hypernym;2401523;1;1
1176931;_derivationally_related_form;10349243;102;11
8337324;_hyponym;8197386;1;1
1507175;_hyponym;1516064;1;1
4143712;_hypernym;3265874;1;1
7075172;_member_of_domain_usage;8245425;1;1
12366313;_hypernym;13123431;1;1
3763403;_hypernym;3763133;1;1
2619738;_member_meronym;2619861;1;1
1166351;_hyponym;1167188;1;1
1331237;_hypernym;1329239;1;1
9114696;_has_part;9115315;1;1
12118414;_hypernym;12135898;1;1
13205482;_member_holonym;13169674;1;1
5958427;_hypernym;5943300;1;1
2585489;_hypernym;1803003;1;1
5186306;_synset_domain_topic_of;8441203;1;1
7170753;_derivationally_related_form;623151;1;1
2760658;_derivationally_related_form;181476;1;1
2581957;_has_part;7778938;1;1
1973125;_derivationally_related_form;3693973;1;1
8960987;_member_meronym;9721244;1;1
204439;_hyponym;204943;1;1
6055946;_member_of_domain_topic;14390466;1;1
10141811;_hypernym;10162991;1;1
2397637;_derivationally_related_form;373544;1;1
3353281;_hypernym;3405725;1;1
7143137;_derivationally_related_form;876665;1;1
12205694;_hyponym;12835331;1;1
2771320;_derivationally_related_form;14215331;1;1
2310895;_derivationally_related_form;5074057;MISS_55;MISS_23
12673178;_member_meronym;12673328;1;1
6043075;_member_of_domain_topic;3054551;1;1
607542;_synset_domain_topic_of;3405725;1;1
784727;_verb_group;784342;1;1
12166003;_member_holonym;12157276;1;1
8645212;_hypernym;8644722;1;1
259643;_derivationally_related_form;2672540;1;1
7367812;_hyponym;7367385;1;1
12860254;_hypernym;11579418;1;1
159880;_derivationally_related_form;5751794;MISS_31;MISS_395
5545212;_part_of;5219420;1;1
879764;_hypernym;753428;1;1
14687513;_derivationally_related_form;291873;1;1
168658;_hyponym;168911;1;1
7205946;_hyponym;7206096;1;1
12411084;_member_meronym;12418356;1;1
1726879;_hypernym;1726172;1;1
8087981;_member_of_domain_topic;10596348;1;1
2044278;_derivationally_related_form;295172;1;1
1938155;_member_meronym;1938312;MISS_159;MISS_13
8921850;_has_part;8925957;1;1
9632518;_hyponym;10053808;1;1
9610405;_hyponym;10481711;MISS_129;MISS_563
4669247;_hyponym;4670022;1;1
10705615;_instance_hyponym;11171851;1;1
10383689;_hypernym;10631941;1;1
3974671;_hypernym;4548771;1;1
5747582;_hypernym;5733583;1;1
2110552;_hypernym;2110220;MISS_77;MISS_230
1465994;_hypernym;8102555;1;1
1504699;_derivationally_related_form;622266;1;1
6954183;_hypernym;6953731;1;1
11860801;_hypernym;11573660;1;1
1862557;_hyponym;1876843;1;1
11920867;_hypernym;11579418;1;1
12577686;_member_holonym;12577000;1;1
1369758;_also_see;1657977;MISS_3;MISS_78
614999;_derivationally_related_form;74624;1;1
5009170;_hyponym;5011277;1;1
13573181;_derivationally_related_form;379774;1;1
5835747;_hyponym;5869584;1;1
4259771;_hypernym;3733925;1;1
10453533;_instance_hyponym;11071960;1;1
14245405;_hypernym;14246359;1;1
1110274;_derivationally_related_form;2244956;1;1
1016316;_hyponym;1016626;1;1
1527617;_hypernym;1525720;1;1
5225090;_hyponym;5559908;1;1
4478889;_hypernym;3214253;1;1
6719579;_hyponym;6720216;1;1
3249342;_hypernym;4202417;1;1
1504437;_hyponym;1593705;1;1
12321077;_member_holonym;12319687;1;1
8334087;_hypernym;8329453;1;1
2368563;_hypernym;1862557;1;1
10340312;_hyponym;9903501;1;1
5532225;_has_part;5534712;1;1
539936;_derivationally_related_form;14485249;1;1
1387208;_member_holonym;1386494;MISS_175;MISS_51
3086183;_instance_hyponym;3158259;1;1
3278248;_has_part;3033362;1;1
6714976;_derivationally_related_form;2457825;1;1
2583211;_member_meronym;2584325;1;1
1507175;_hyponym;1803764;1;1
1949674;_synset_domain_topic_of;815801;1;1
2415253;_member_holonym;2411427;1;1
6455138;_instance_hyponym;6441973;1;1
