,head,relation,tail,head_rank,tail_rank,head_rank_2,tail_rank_2,rank_difference_tail,have_inv
1177,2539334,_hypernym,2441022,104.0,19.0,8.0,3.0,-16.0,0
1180,3668642,_hypernym,3931044,1.0,1.0,40774.0,2332.0,2331.0,1
1181,12533588,_member_meronym,12533730,1.0,1.0,313.0,367.0,366.0,1
1183,12746106,_hypernym,13112664,1.0,1.0,440.0,6.0,5.0,1
1184,11911591,_member_meronym,11924330,1.0,1.0,1.0,4.0,3.0,1
1187,3053272,_hypernym,3713736,1.0,1.0,40680.0,1089.0,1088.0,1
1189,9778783,_hypernym,10731244,1.0,1.0,161.0,28.0,27.0,1
1190,1972017,_member_meronym,1972131,1.0,1.0,97.0,552.0,551.0,1
1191,3435382,_hypernym,2716866,1.0,1.0,43.0,2.0,1.0,1
1193,3122295,_hypernym,4543158,1.0,1.0,12442.0,8005.0,8004.0,1
1194,9189411,_has_part,8717209,1.0,1.0,1.0,3.0,2.0,1
1195,6329506,_hypernym,6309383,1.0,1.0,6486.0,4414.0,4413.0,1
1196,8759852,_instance_hypernym,8524735,1.0,1.0,16.0,1.0,0.0,1
1197,1311520,_instance_hypernym,996817,1.0,1.0,5.0,1.0,0.0,1
1198,2187759,_hypernym,1762525,1.0,1.0,97.0,3.0,2.0,1
1199,2927399,_hypernym,3892891,27979.0,4021.0,38288.0,6482.0,2461.0,0
1200,14550987,_hypernym,14550797,1.0,1.0,40914.0,38855.0,38854.0,1
1201,2774630,_has_part,3485997,1.0,1.0,112.0,17.0,16.0,1
1202,11900986,_member_meronym,11902200,1.0,1.0,16.0,18.0,17.0,1
1203,914929,_hypernym,913705,1.0,1.0,90.0,32.0,31.0,1
1204,2324717,_hypernym,1864707,1.0,1.0,39.0,2.0,1.0,1
1206,4579986,_synset_domain_topic_of,503237,1.0,1.0,2.0,1.0,0.0,1
1208,6404582,_hypernym,6333653,1.0,1.0,9148.0,1506.0,1505.0,1
1210,2789770,_hypernym,4047401,1.0,1.0,35874.0,16964.0,16963.0,1
1211,1974399,_member_meronym,1997698,1.0,1.0,21.0,86.0,85.0,1
1212,2883205,_hypernym,3815615,1.0,1.0,124.0,253.0,252.0,1
1213,8506641,_has_part,8573674,1.0,1.0,21.0,418.0,417.0,1
1215,746587,_hypernym,746232,1.0,1.0,2.0,9.0,8.0,1
1216,8131530,_has_part,8132046,1.0,44.0,1.0,19.0,-25.0,0
1217,1679980,_hypernym,1675963,1.0,1.0,9707.0,128.0,127.0,1
1218,11977125,_member_meronym,11977303,1.0,1.0,306.0,358.0,357.0,1
1222,6756407,_hypernym,6722453,1.0,1.0,1281.0,143.0,142.0,1
1224,498530,_hypernym,126264,1.0,1.0,2328.0,76.0,75.0,1
1225,3142679,_hypernym,4014297,1.0,1.0,3049.0,58.0,57.0,1
1228,1858441,_hypernym,1844917,1.0,1.0,338.0,64.0,63.0,1
1230,12618942,_member_meronym,12785110,1.0,1.0,6.0,80.0,79.0,1
1231,2138766,_synset_domain_topic_of,903559,1.0,1.0,438.0,10.0,9.0,1
1232,11428023,_hypernym,11473954,1.0,1.0,116.0,15.0,14.0,1
1234,2398732,_member_meronym,2399000,1.0,1.0,7.0,106.0,105.0,1
1235,8887013,_instance_hypernym,9316454,1.0,1.0,26.0,2.0,1.0,1
1239,1767199,_member_meronym,1974399,1.0,1.0,1.0,7.0,6.0,1
1241,351485,_hypernym,191142,1.0,1.0,648.0,17.0,16.0,1
1242,2669789,_hypernym,2671880,1.0,1.0,981.0,753.0,752.0,1
1244,6580351,_hypernym,6568978,1.0,1.0,3.0,1.0,0.0,1
1247,6845599,_member_of_domain_usage,4090064,1.0,1.0,1.0,42.0,41.0,1
1248,6620063,_hypernym,6619428,1.0,1.0,1.0,4.0,3.0,1
1252,9188609,_instance_hypernym,9426788,1.0,1.0,54.0,4.0,3.0,1
1253,7475107,_hypernym,7473441,1.0,1.0,28.0,17.0,16.0,1
1255,4794751,_hypernym,4723816,1.0,1.0,224.0,5.0,4.0,1
1256,10146927,_hypernym,7846,1.0,1.0,28306.0,2139.0,2138.0,1
1257,1693138,_synset_domain_topic_of,933420,1.0,1.0,19.0,1.0,0.0,1
1260,2924554,_hypernym,6605396,1.0,1.0,40565.0,17267.0,17266.0,1
1261,2161737,_hypernym,1342529,2.0,1.0,3.0,1.0,0.0,0
1263,13773725,_hypernym,13760316,1.0,1.0,17023.0,1931.0,1930.0,1
1267,3867201,_hypernym,3936895,1.0,1.0,40606.0,746.0,745.0,1
1268,806902,_hypernym,803617,31.0,4.0,27.0,5.0,1.0,0
1270,11999958,_hypernym,11579418,1.0,1.0,2.0,1.0,0.0,1
1271,2739480,_hypernym,121046,1.0,1.0,9111.0,10745.0,10744.0,1
1272,1949973,_hypernym,1942177,1.0,1.0,16.0,1.0,0.0,1
1273,2444159,_hypernym,2443849,1.0,1.0,3407.0,1746.0,1745.0,1
1275,11867525,_member_meronym,11870607,1.0,1.0,1.0,9.0,8.0,1
1276,9537660,_hypernym,10553805,1.0,1.0,16752.0,8472.0,8471.0,1
1278,9425344,_synset_domain_topic_of,6115701,3574.0,92.0,7494.0,203.0,111.0,0
1279,364297,_hypernym,2609764,1.0,1.0,53.0,14.0,13.0,1
1280,5948264,_hypernym,5946687,1.0,1.0,90.0,8.0,7.0,1
1281,13812607,_synset_domain_topic_of,6143546,1.0,1.0,34.0,11.0,10.0,1
1283,10609686,_hypernym,7846,1.0,1.0,40427.0,425.0,424.0,1
1284,12200315,_hypernym,11575425,1.0,1.0,3.0,1.0,0.0,1
1286,11975853,_hypernym,11579418,1.0,1.0,9.0,1.0,0.0,1
1290,1363613,_also_see,1366718,2.0,1.0,1.0,1.0,0.0,1
1292,1941670,_member_meronym,1952162,1.0,1.0,14.0,91.0,90.0,1
1294,3593526,_hypernym,4531098,1.0,1.0,89.0,18.0,17.0,1
1300,7019172,_hypernym,7018931,1.0,1.0,116.0,51.0,50.0,1
1301,7157273,_member_of_domain_usage,13769672,1.0,1.0,2.0,1861.0,1860.0,1
1302,1241767,_hypernym,1241331,1.0,1.0,18.0,30.0,29.0,1
1303,528339,_hypernym,387310,1.0,1.0,898.0,326.0,325.0,1
1304,1195804,_hypernym,1158181,1.0,1.0,10.0,3.0,2.0,1
1305,10552742,_hypernym,10191943,1.0,1.0,8.0,1.0,0.0,1
1306,617413,_derivationally_related_form,1225783,24.0,17.0,8.0,3.0,-14.0,0
1307,2163982,_member_meronym,2168542,1.0,1.0,1.0,73.0,72.0,1
1308,2333368,_hypernym,1864707,1.0,1.0,28.0,1.0,0.0,1
1309,13169219,_member_meronym,12954978,1.0,1.0,2.0,8.0,7.0,1
1310,12198628,_hypernym,11575425,1.0,1.0,7.0,1.0,0.0,1
1311,8145871,_hypernym,7951464,1.0,1.0,40894.0,589.0,588.0,1
1313,11875100,_member_meronym,11879291,1.0,1.0,1.0,6.0,5.0,1
1314,7817024,_hypernym,7811416,1.0,1.0,6483.0,1286.0,1285.0,1
1315,2014165,_hypernym,2009433,3.0,2.0,2.0,5.0,3.0,0
1316,2951358,_hypernym,4244997,1.0,1.0,38.0,194.0,193.0,1
1317,1943899,_hypernym,1942177,1.0,1.0,40583.0,3090.0,3089.0,1
1320,3583621,_hypernym,3733925,1.0,1.0,40562.0,685.0,684.0,1
1321,4408871,_hypernym,3091374,1.0,1.0,40878.0,2647.0,2646.0,1
1322,13261779,_hypernym,13255145,1.0,1.0,12936.0,9260.0,9259.0,1
1323,222376,_hypernym,219012,1.0,1.0,8454.0,923.0,922.0,1
1325,11629501,_member_meronym,11633459,1.0,1.0,1.0,12.0,11.0,1
1326,13651218,_hypernym,13603305,1.0,1.0,1.0,2.0,1.0,1
1327,95990,_hypernym,94460,1.0,1.0,6.0,8.0,7.0,1
1328,1402381,_hypernym,8221348,1.0,1.0,40603.0,2920.0,2919.0,1
1329,1146576,_hypernym,1145359,1.0,1.0,1060.0,245.0,244.0,1
1330,11151189,_instance_hypernym,9924996,1.0,1.0,2.0,1.0,0.0,1
1331,10102369,_hypernym,9792555,1.0,1.0,27256.0,12037.0,12036.0,1
1332,488770,_hypernym,164444,1.0,1.0,790.0,355.0,354.0,1
1334,241689,_hypernym,151689,1.0,1.0,30452.0,5901.0,5900.0,1
1335,351334,_hypernym,349886,1.0,1.0,64.0,145.0,144.0,1
1336,340463,_hypernym,339463,1.0,1.0,40067.0,31073.0,31072.0,1
1337,2190632,_hypernym,2191106,1.0,1.0,106.0,77.0,76.0,1
1339,9590495,_synset_domain_topic_of,9689152,3.0,6.0,2.0,4.0,-2.0,0
1341,2260183,_hypernym,1342529,1.0,1.0,5.0,2.0,1.0,1
1342,2072209,_member_meronym,2072665,88.0,200.0,64.0,203.0,3.0,0
1343,4547592,_hypernym,3327234,1.0,1.0,9.0,11.0,10.0,1
1345,1633047,_member_meronym,1633250,1.0,1.0,26285.0,40932.0,40931.0,1
1347,9044862,_member_of_domain_region,13752911,1.0,1.0,1.0,5.0,4.0,1
1348,12299988,_member_meronym,12310153,1.0,1.0,10.0,38.0,37.0,1
1350,12600888,_member_meronym,12601106,1.0,1.0,81.0,589.0,588.0,1
1352,8792548,_member_of_domain_region,8039312,1.0,1.0,4.0,42.0,41.0,1
1355,14959058,_hypernym,14866889,1.0,1.0,40614.0,10035.0,10034.0,1
1356,508952,_hypernym,507673,1.0,1.0,21.0,4.0,3.0,1
1357,14038482,_hypernym,14034177,1.0,1.0,25167.0,842.0,841.0,1
1359,1312096,_has_part,1296697,1.0,1.0,1.0,11.0,10.0,1
1360,1874784,_hypernym,1862557,1.0,1.0,9.0,2.0,1.0,1
1361,4526800,_hypernym,4182890,1.0,1.0,6070.0,19053.0,19052.0,1
1362,8397255,_hypernym,8208016,1.0,1.0,28.0,20.0,19.0,1
1363,12268096,_member_meronym,12275317,1.0,1.0,2.0,31.0,30.0,1
1366,1874126,_member_meronym,1876843,1.0,1.0,1.0,2.0,1.0,1
1367,8946042,_instance_hypernym,8691669,1.0,1.0,128.0,2.0,1.0,1
1369,10093908,_hypernym,10689564,1.0,1.0,750.0,1039.0,1038.0,1
1372,998886,_synset_domain_topic_of,6128570,1.0,1.0,1579.0,7.0,6.0,1
1373,4509592,_hypernym,3051540,1.0,1.0,2714.0,62.0,61.0,1
1374,1929788,_hypernym,8103777,1.0,1.0,39.0,3.0,2.0,1
1376,4787763,_hypernym,4787530,1.0,1.0,40643.0,23218.0,23217.0,1
1378,5296639,_hypernym,5237227,1.0,1.0,4.0,1.0,0.0,1
1379,4585745,_hypernym,3664675,1.0,1.0,1665.0,2345.0,2344.0,1
1380,4100620,_hypernym,4042358,1.0,1.0,768.0,152.0,151.0,1
1382,12339972,_member_meronym,12340202,1.0,1.0,64.0,170.0,169.0,1
1383,12200504,_hypernym,13112664,1.0,1.0,39516.0,444.0,443.0,1
1384,14435187,_hypernym,14434866,1.0,1.0,4.0,3.0,2.0,1
1385,43480,_hypernym,40353,1.0,1.0,182.0,26.0,25.0,1
1386,2626590,_hypernym,1432517,1.0,1.0,21.0,3.0,2.0,1
1390,7152948,_hypernym,7151380,1.0,1.0,18720.0,1256.0,1255.0,1
1393,9163192,_has_part,9163584,1.0,1.0,8.0,62.0,61.0,1
1394,3024518,_hypernym,3065708,1.0,1.0,18683.0,40792.0,40791.0,1
1396,5571341,_hypernym,13911151,1.0,1.0,40868.0,2815.0,2814.0,1
1397,1466828,_hypernym,8107499,1.0,1.0,39.0,5.0,4.0,1
1398,3285730,_hypernym,4100620,1.0,1.0,40765.0,4600.0,4599.0,1
1399,2390949,_hypernym,2386388,1.0,1.0,1.0,2.0,1.0,1
1400,7425011,_hypernym,7296428,1.0,1.0,4594.0,463.0,462.0,1
1401,2301782,_member_meronym,2301935,1.0,1.0,6.0,5.0,4.0,1
1402,5549830,_has_part,5556943,1.0,1.0,2.0,13.0,12.0,1
1403,968155,_hypernym,955060,1.0,1.0,9.0,5.0,4.0,1
1404,1989720,_hypernym,1985524,1.0,1.0,2669.0,3268.0,3267.0,1
1406,2268351,_hypernym,1158572,1.0,1.0,19.0,14.0,13.0,1
1408,11719468,_member_meronym,11722769,1.0,1.0,1.0,9.0,8.0,1
1409,12945708,_hypernym,11585340,18.0,1.0,1169.0,5.0,4.0,0
1410,471576,_synset_domain_topic_of,6090869,1.0,1.0,11300.0,34.0,33.0,1
1413,986173,_hypernym,983824,1.0,1.0,15673.0,429.0,428.0,1
1414,2064608,_member_meronym,2065407,1.0,1.0,1.0,4.0,3.0,1
1415,12100538,_member_meronym,12132299,1.0,1.0,1.0,2.0,1.0,1
1416,5560787,_hypernym,5560244,1.0,1.0,5.0,2.0,1.0,1
1417,13966925,_hypernym,13963970,1.0,1.0,334.0,36.0,35.0,1
1419,12636705,_hypernym,11585340,1.0,1.0,5.0,1.0,0.0,1
1421,12612913,_member_meronym,12613968,1.0,1.0,3.0,11.0,10.0,1
1423,3261776,_hypernym,3274561,1.0,1.0,4673.0,2806.0,2805.0,1
1426,2565072,_hypernym,2564720,1.0,1.0,2057.0,9762.0,9761.0,1
1428,6514880,_hypernym,6514093,1.0,1.0,40893.0,3214.0,3213.0,1
1429,12930044,_member_meronym,12945708,1.0,1.0,3.0,305.0,304.0,1
1430,2835887,_synset_domain_topic_of,6090869,1.0,1.0,65.0,2.0,1.0,1
1431,9710164,_hypernym,9686536,19.0,2.0,20.0,3.0,1.0,0
1433,10743941,_hypernym,10780632,1.0,1.0,3.0,8.0,7.0,1
1436,297404,_hypernym,297062,1.0,1.0,12.0,13.0,12.0,1
1439,13745420,_hypernym,13728499,1.0,1.0,32805.0,37933.0,37932.0,1
1441,9809749,_synset_domain_topic_of,8199025,1.0,1.0,3.0,1.0,0.0,1
1445,10034020,_hypernym,10360747,1.0,1.0,210.0,52.0,51.0,1
1446,4190747,_hypernym,3546766,1.0,1.0,612.0,2208.0,2207.0,1
1447,1216515,_synset_domain_topic_of,8199025,1.0,1.0,68.0,1.0,0.0,1
1448,7763290,_hypernym,7705931,1.0,1.0,9.0,1.0,0.0,1
1451,2034671,_hypernym,2035919,1.0,1.0,3.0,1.0,0.0,1
1452,3450018,_hypernym,3096960,1.0,1.0,2495.0,1585.0,1584.0,1
1453,4120093,_hypernym,3183080,1.0,1.0,40530.0,482.0,481.0,1
1454,8722645,_instance_hypernym,9399592,1.0,1.0,9.0,2.0,1.0,1
1455,8860123,_member_of_domain_region,470966,3.0,23732.0,32293.0,39205.0,15473.0,0
1462,9102016,_has_part,9103648,1.0,1.0,6.0,184.0,183.0,1
1463,1673668,_member_meronym,1682920,1.0,1.0,1.0,9.0,8.0,1
1467,1930874,_hypernym,1224744,1.0,1.0,23.0,23.0,22.0,1
1468,2155448,_hypernym,5225602,1.0,1.0,40513.0,497.0,496.0,1
1474,1354405,_hypernym,1354006,1.0,1.0,28920.0,18011.0,18010.0,1
1475,2761696,_hypernym,3316406,1.0,1.0,40578.0,1329.0,1328.0,1
1476,1876180,_member_meronym,1876326,1.0,1.0,5.0,27.0,26.0,1
1478,4146050,_hypernym,2913152,1.0,1.0,146.0,11.0,10.0,1
1480,1730384,_hypernym,1729431,1.0,1.0,3.0,2.0,1.0,1
1481,7513508,_hypernym,26192,1.0,1.0,495.0,8.0,7.0,1
1482,2117649,_hypernym,2106506,1.0,1.0,754.0,124.0,123.0,1
1486,5573602,_hypernym,5580416,1.0,1.0,1089.0,2697.0,2696.0,1
1487,3473966,_hypernym,2756098,1.0,1.0,8715.0,1202.0,1201.0,1
1488,6920010,_hypernym,6907728,1.0,1.0,39665.0,12495.0,12494.0,1
1489,1370561,_hypernym,1400044,1.0,1.0,158.0,9.0,8.0,1
1490,1665541,_hypernym,1663401,11.0,5.0,6.0,3.0,-2.0,0
1492,5098942,_hypernym,5090441,1.0,1.0,200.0,34.0,33.0,1
1493,11804604,_member_meronym,11815194,1.0,1.0,1.0,5.0,4.0,1
1494,2725367,_hypernym,3740161,443.0,3.0,238.0,3.0,0.0,0
1495,6295235,_member_of_domain_usage,4356056,1.0,1.0,1.0,7.0,6.0,1
1496,3509025,_derivationally_related_form,2333358,1.0,2.0,1.0,1.0,-1.0,0
1497,2636516,_hypernym,2203362,1.0,1.0,26019.0,11917.0,11916.0,1
1500,12812665,_hypernym,11579418,1.0,1.0,16.0,1.0,0.0,1
1502,14997888,_hypernym,14868564,1.0,1.0,6.0,7.0,6.0,1
1503,8293982,_member_meronym,8305942,476.0,1275.0,1017.0,3576.0,2301.0,0
1504,12698905,_hypernym,11585340,1.0,1.0,2.0,1.0,0.0,1
1506,11659068,_member_meronym,11659248,1.0,1.0,21.0,34.0,33.0,1
1507,13994148,_hypernym,13991823,1.0,1.0,99.0,6.0,5.0,1
1511,8725454,_instance_hypernym,8633957,1.0,1.0,152.0,1.0,0.0,1
1513,1831519,_member_meronym,1833283,1.0,1.0,26205.0,40876.0,40875.0,1
1520,1787835,_hypernym,1767661,1.0,1.0,813.0,72.0,71.0,1
1521,8032594,_synset_domain_topic_of,759694,1.0,1.0,2.0,1.0,0.0,1
1523,1084331,_synset_domain_topic_of,464894,1.0,1.0,25.0,1.0,0.0,1
1524,2225959,_member_meronym,2227773,1.0,1.0,1.0,11.0,10.0,1
1526,7030718,_hypernym,7028373,1.0,1.0,801.0,180.0,179.0,1
1527,7993109,_hypernym,7951464,33.0,4.0,134.0,4.0,0.0,0
1528,11472699,_hypernym,11428023,1.0,1.0,40670.0,1368.0,1367.0,1
1529,2575766,_member_meronym,2580055,1.0,1.0,14.0,138.0,137.0,1
1530,10122441,_hypernym,9972661,1.0,1.0,40602.0,1787.0,1786.0,1
1531,1348075,_hypernym,1347583,1.0,1.0,40915.0,35395.0,35394.0,1
1532,7986771,_synset_domain_topic_of,5778131,30701.0,813.0,40859.0,565.0,-248.0,0
1533,1447868,_also_see,1675780,3497.0,14044.0,4053.0,13941.0,-103.0,0
1534,12892226,_member_meronym,12898959,1.0,1.0,3.0,68.0,67.0,1
1535,8522872,_hypernym,8521816,1.0,1.0,4154.0,784.0,783.0,1
1536,10829450,_instance_hypernym,10020890,1.0,1.0,11.0,19.0,18.0,1
1537,1788730,_hypernym,8102555,1.0,1.0,205.0,8.0,7.0,1
1539,389638,_hypernym,224901,1.0,1.0,6.0,2.0,1.0,1
1540,6248693,_hypernym,5996646,1.0,1.0,40551.0,975.0,974.0,1
1541,11852255,_hypernym,11573660,1.0,1.0,4.0,1.0,0.0,1
1542,1872635,_member_meronym,1872772,1.0,1.0,3.0,2.0,1.0,1
1543,9140148,_has_part,8605261,1.0,1.0,9.0,63.0,62.0,1
1544,10018861,_hypernym,10677271,1.0,1.0,217.0,21.0,20.0,1
1545,2923129,_hypernym,2727825,1.0,1.0,17945.0,1410.0,1409.0,1
1546,9275473,_has_part,8813978,1.0,1.0,1.0,2.0,1.0,1
1549,1409523,_hypernym,1405044,1.0,1.0,60.0,9.0,8.0,1
1553,2658670,_hypernym,1432517,1.0,1.0,4.0,1.0,0.0,1
1556,1723259,_hypernym,1656813,1.0,1.0,5.0,1.0,0.0,1
1560,11894173,_member_meronym,11894770,1.0,1.0,1.0,34.0,33.0,1
1561,8740875,_has_part,8742743,43.0,512.0,39.0,681.0,169.0,0
1562,9631,_hypernym,10054,1.0,1.0,45.0,48.0,47.0,1
1563,1408383,_member_meronym,1408547,1.0,1.0,20.0,12.0,11.0,1
1564,1709278,_hypernym,1657723,1.0,1.0,1185.0,88.0,87.0,1
1565,8860123,_member_of_domain_region,5689109,1.0,1.0,2.0,13555.0,13554.0,1
1566,13448778,_hypernym,13518963,1.0,1.0,40888.0,577.0,576.0,1
1567,3826,_hypernym,1740,1.0,1.0,118.0,18.0,17.0,1
1569,1019524,_hypernym,1018630,1.0,1.0,211.0,90.0,89.0,1
1571,6028904,_hypernym,6027264,1.0,1.0,13.0,16.0,15.0,1
1572,1484982,_hypernym,452512,1.0,1.0,1252.0,82.0,81.0,1
1573,1765392,_hypernym,1764800,1.0,1.0,232.0,745.0,744.0,1
1575,10252354,_hypernym,13950812,1.0,1.0,3.0,1.0,0.0,1
1576,2222718,_member_meronym,2224323,25.0,178.0,21.0,163.0,-15.0,0
1577,14514805,_hypernym,14514039,1.0,1.0,40882.0,1441.0,1440.0,1
1579,12954185,_member_meronym,12954353,1.0,1.0,48.0,34.0,33.0,1
1582,8506641,_hypernym,8673395,1.0,1.0,19.0,2.0,1.0,1
1583,650353,_hypernym,618878,1.0,1.0,15920.0,30783.0,30782.0,1
1585,98385,_hypernym,97504,1.0,1.0,40582.0,29565.0,29564.0,1
1586,1726960,_member_meronym,1729838,1.0,1.0,1.0,4.0,3.0,1
1587,12005500,_hypernym,11579418,1.0,1.0,6.0,1.0,0.0,1
1588,903385,_hypernym,806049,1.0,1.0,700.0,872.0,871.0,1
1594,12800832,_hypernym,12800586,1.0,1.0,10.0,3.0,2.0,1
1596,378479,_derivationally_related_form,2761685,7.0,57.0,5.0,15.0,-42.0,0
1597,12163649,_member_meronym,12164065,1.0,1.0,8.0,62.0,61.0,1
1598,6363778,_hypernym,6349220,6301.0,1180.0,15590.0,2238.0,1058.0,0
1599,10310903,_hypernym,7846,1.0,1.0,33394.0,415.0,414.0,1
1600,4160586,_hypernym,2691156,1.0,1.0,443.0,24.0,23.0,1
1602,4567222,_hypernym,3720163,1.0,1.0,20276.0,10702.0,10701.0,1
1603,1407904,_synset_domain_topic_of,464894,1.0,1.0,32.0,1.0,0.0,1
1605,4990525,_hypernym,4990220,1.0,1.0,288.0,2355.0,2354.0,1
1607,3421768,_synset_domain_topic_of,8199025,1.0,1.0,717.0,1.0,0.0,1
1609,2238743,_hypernym,1759182,1.0,1.0,2.0,1.0,0.0,1
1610,9117351,_has_part,9453288,1.0,1.0,1.0,11.0,10.0,1
1611,6232880,_hypernym,6224136,1.0,1.0,628.0,4487.0,4486.0,1
1615,7560903,_hypernym,7560652,1.0,1.0,4.0,1.0,0.0,1
1618,1771966,_hypernym,1342529,1.0,1.0,12.0,4.0,3.0,1
1620,5519085,_has_part,5520699,1.0,1.0,519.0,1420.0,1419.0,1
1621,12396924,_has_part,2949691,1.0,1.0,21.0,133.0,132.0,1
1623,1089137,_hypernym,1088923,92.0,18.0,65.0,6.0,-12.0,0
1627,14319454,_hypernym,14299637,1.0,1.0,40817.0,1483.0,1482.0,1
1628,13751829,_hypernym,13745420,1.0,1.0,62.0,2.0,1.0,1
1629,1627947,_hypernym,1627355,1.0,1.0,1486.0,879.0,878.0,1
1633,11705921,_member_meronym,11706325,1.0,1.0,3328.0,892.0,891.0,1
1634,11322178,_instance_hypernym,10599806,1.0,1.0,2.0,1.0,0.0,1
1636,2491107,_hypernym,2490219,1.0,1.0,10.0,35.0,34.0,1
1639,12134025,_hypernym,12141495,1.0,1.0,40820.0,8995.0,8994.0,1
1641,11766609,_member_meronym,11773860,1.0,1.0,2.0,20.0,19.0,1
1642,4429756,_synset_domain_topic_of,3082979,1.0,1.0,5871.0,219.0,218.0,1
1646,82714,_hypernym,78760,1.0,1.0,5.0,1.0,0.0,1
1648,2460684,_hypernym,1864707,1.0,1.0,8.0,1.0,0.0,1
1650,9904057,_hypernym,10372373,1.0,1.0,3171.0,153.0,152.0,1
1651,11651259,_member_meronym,11653323,1.0,1.0,2.0,5.0,4.0,1
1652,1313411,_hypernym,214951,1.0,1.0,1296.0,531.0,530.0,1
1653,9049303,_has_part,9112282,1.0,1.0,1.0,12.0,11.0,1
1654,7990956,_member_meronym,1503061,1.0,1.0,1202.0,1356.0,1355.0,1
1657,119873,_hypernym,109660,1.0,1.0,4753.0,588.0,587.0,1
1658,13140699,_member_meronym,13143930,1.0,1.0,23.0,176.0,175.0,1
1659,13289845,_hypernym,13384557,1.0,1.0,2579.0,1443.0,1442.0,1
1661,775943,_hypernym,796886,1.0,1.0,5836.0,4380.0,4379.0,1
1662,15224293,_synset_domain_topic_of,8441203,1.0,1.0,17347.0,67.0,66.0,1
1664,2418872,_also_see,638981,19981.0,9230.0,13524.0,8560.0,-670.0,0
1667,1726390,_member_meronym,1751621,2.0,28.0,2.0,12.0,-16.0,0
1668,945401,_hypernym,407535,1.0,1.0,6100.0,3173.0,3172.0,1
1669,8860123,_member_of_domain_region,10525878,1.0,1.0,5.0,64.0,63.0,1
1670,549472,_hypernym,549284,1.0,1.0,2053.0,3063.0,3062.0,1
1671,3457793,_hypernym,3461119,1.0,1.0,17457.0,23934.0,23933.0,1
1672,5088804,_hypernym,5083328,1.0,1.0,32787.0,14592.0,14591.0,1
1673,1733213,_synset_domain_topic_of,543233,1.0,1.0,9.0,1.0,0.0,1
1674,2249018,_derivationally_related_form,6356515,16.0,30.0,17.0,40.0,10.0,0
1675,6990000,_hypernym,6986558,1.0,1.0,2185.0,592.0,591.0,1
1676,5706954,_hypernym,5706629,1.0,1.0,107.0,24.0,23.0,1
1678,8163273,_hypernym,8163792,1.0,1.0,677.0,1482.0,1481.0,1
1679,2950482,_hypernym,3467984,1.0,1.0,7.0,2.0,1.0,1
1683,10386071,_hypernym,7846,1.0,1.0,4127.0,10.0,9.0,1
1685,3350602,_synset_domain_topic_of,454237,1.0,1.0,15617.0,34760.0,34759.0,1
1686,505151,_hypernym,126264,1.0,1.0,1393.0,29.0,28.0,1
1687,8594886,_synset_domain_topic_of,8199025,1.0,1.0,143.0,1.0,0.0,1
1688,8730550,_instance_hypernym,9316454,1.0,1.0,36.0,2.0,1.0,1
1689,4635631,_hypernym,4616059,1.0,1.0,8219.0,1680.0,1679.0,1
1690,12546015,_member_meronym,12546962,1.0,1.0,285.0,588.0,587.0,1
1691,2067100,_member_meronym,2067240,1.0,1.0,54.0,190.0,189.0,1
1693,1877620,_hypernym,1835496,1.0,1.0,115.0,6.0,5.0,1
1694,3598151,_hypernym,3381776,1.0,1.0,40855.0,40536.0,40535.0,1
1696,552253,_hypernym,126264,1.0,1.0,441.0,28.0,27.0,1
1698,8293982,_hypernym,8008335,1.0,1.0,800.0,37.0,36.0,1
1701,8842258,_instance_hypernym,9203827,1.0,1.0,120.0,2.0,1.0,1
1703,1775879,_member_meronym,1781274,1.0,1.0,16.0,128.0,127.0,1
1706,12646950,_hypernym,13112664,1.0,1.0,26.0,4.0,3.0,1
1707,13444131,_hypernym,13446390,1.0,1.0,40720.0,5276.0,5275.0,1
1712,9409203,_hypernym,2684,1.0,1.0,309.0,54.0,53.0,1
1713,2271740,_hypernym,1759182,1.0,1.0,2.0,3.0,2.0,1
1714,12619306,_member_meronym,12623368,2.0,80.0,2.0,5.0,-75.0,0
1716,422551,_hypernym,421437,1.0,1.0,8.0,35.0,34.0,1
1717,354634,_hypernym,1859221,1.0,1.0,12.0,4.0,3.0,1
1719,1401772,_hypernym,1400044,1.0,1.0,4.0,1.0,0.0,1
1720,5313535,_hypernym,5254795,1.0,1.0,250.0,147.0,146.0,1
1721,3196324,_hypernym,3082979,1.0,1.0,226.0,2.0,1.0,1
1722,3894051,_hypernym,3003730,1.0,1.0,40731.0,9016.0,9015.0,1
1723,3004824,_has_part,3024064,1.0,1.0,31381.0,28491.0,28490.0,1
1725,1453433,_also_see,2677797,6602.0,4206.0,13706.0,13568.0,9362.0,0
1726,14084880,_hypernym,14052403,1.0,1.0,14.0,3.0,2.0,1
1727,471277,_hypernym,557588,1.0,1.0,492.0,193.0,192.0,1
1728,11799732,_has_part,11800236,1.0,1.0,141.0,24.0,23.0,1
1729,2499312,_hypernym,2501738,1.0,1.0,3.0,1.0,0.0,1
1730,1190561,_synset_domain_topic_of,8441203,1.0,1.0,6.0,1.0,0.0,1
1731,11527967,_hypernym,11419404,1.0,1.0,627.0,120.0,119.0,1
1732,2058794,_also_see,2094755,2.0,2.0,3.0,2.0,0.0,0
1735,1068012,_hypernym,1066163,1.0,1.0,667.0,628.0,627.0,1
