head;relation;tail;head_rank;tail_rank
13169219;_member_meronym;12954978;2;36
1241767;_hypernym;1241331;MISS_37;MISS_1697
7019172;_hypernym;7018931;96;141
8145871;_hypernym;7951464;MISS_1748;MISS_1
11875100;_member_meronym;11879291;1;7
2333368;_hypernym;1864707;32;1
7817024;_hypernym;7811416;MISS_162;61
12198628;_hypernym;11575425;7;1
1943899;_hypernym;1942177;MISS_143;MISS_1
1507006;_derivationally_related_form;13501941;1;1
10552742;_hypernym;10191943;8;7
3583621;_hypernym;3733925;MISS_211;MISS_1
4408871;_hypernym;3091374;MISS_299;MISS_1
13261779;_hypernym;13255145;MISS_111;MISS_879
10724699;_derivationally_related_form;1855155;1;1
2951358;_hypernym;4244997;MISS_29;MISS_1739
11629501;_member_meronym;11633459;1;29
2014165;_hypernym;2009433;5;12
10066732;_derivationally_related_form;672277;1;1
1402381;_hypernym;8221348;MISS_391;MISS_1
222376;_hypernym;219012;MISS_812;337
11151189;_instance_hypernym;9924996;61;29
10102369;_hypernym;9792555;MISS_136;MISS_878
13651218;_hypernym;13603305;1;2
95990;_hypernym;94460;9;1
241689;_hypernym;151689;MISS_1273;MISS_878
1146576;_hypernym;1145359;MISS_156;1828
488770;_hypernym;164444;MISS_22;MISS_1674
2190632;_hypernym;2191106;MISS_687;MISS_881
351334;_hypernym;349886;MISS_91;MISS_1958
9590495;_synset_domain_topic_of;9689152;18;3
324384;_derivationally_related_form;1983264;1;1
617413;_derivationally_related_form;1225783;7;1
5088324;_derivationally_related_form;1378556;1;1
2072209;_member_meronym;2072665;69;249
2260183;_hypernym;1342529;6;1
1633047;_member_meronym;1633250;MISS_1;MISS_303
1472638;_synset_domain_topic_of;1861778;5;1
9044862;_member_of_domain_region;13752911;2;2
12299988;_member_meronym;12310153;15;215
5763412;_derivationally_related_form;618878;1;6
12600888;_member_meronym;12601106;MISS_115;MISS_775
2357693;_derivationally_related_form;4682462;1;1
8792548;_member_of_domain_region;8039312;6;64
7478874;_derivationally_related_form;434919;1;1
4547592;_hypernym;3327234;4;13
14959058;_hypernym;14866889;MISS_239;MISS_1
1043820;_derivationally_related_form;1778017;1;1
508952;_hypernym;507673;MISS_148;MISS_505
13985818;_derivationally_related_form;193130;1;1
1835496;_derivationally_related_form;2994448;1;1
1874784;_hypernym;1862557;6;1
340463;_hypernym;339463;MISS_107;MISS_2328
4526800;_hypernym;4182890;MISS_54;MISS_596
12268096;_member_meronym;12275317;1;98
40325;_derivationally_related_form;14006945;1;1
336168;_also_see;740336;1;1
1312096;_has_part;1296697;1;1
14038482;_hypernym;14034177;MISS_325;124
1874126;_member_meronym;1876843;1;1
8946042;_instance_hypernym;8691669;493;2
12321395;_hypernym;12320010;1;1
1573515;_derivationally_related_form;14295248;1;1
998886;_synset_domain_topic_of;6128570;MISS_986;22
4509592;_hypernym;3051540;MISS_359;39
2133435;_derivationally_related_form;4679738;1;1
10093908;_hypernym;10689564;MISS_30;MISS_1684
4787763;_hypernym;4787530;MISS_299;MISS_1
8742205;_instance_hypernym;8524735;5;1
6203758;_derivationally_related_form;10502950;1;1
1929788;_hypernym;8103777;99;3
4585745;_hypernym;3664675;MISS_386;MISS_432
5296639;_hypernym;5237227;4;1
12339972;_member_meronym;12340202;MISS_780;MISS_331
12200504;_hypernym;13112664;MISS_681;MISS_1
4100620;_hypernym;4042358;MISS_1;MISS_878
14435187;_hypernym;14434866;3;4
2626590;_hypernym;1432517;7;1
757544;_derivationally_related_form;7254594;1;1
43480;_hypernym;40353;MISS_152;1169
803325;_derivationally_related_form;1141593;1;1
1906823;_derivationally_related_form;5003090;1;1
2255462;_verb_group;802318;1;1
8397255;_hypernym;8208016;58;26
4945057;_derivationally_related_form;1826378;1;1
3024518;_hypernym;3065708;MISS_1;MISS_395
7152948;_hypernym;7151380;MISS_403;546
5571341;_hypernym;13911151;MISS_56;MISS_1
1945381;_derivationally_related_form;315390;1;1
3285730;_hypernym;4100620;MISS_84;MISS_1
9163192;_has_part;9163584;11;497
877559;_derivationally_related_form;7143624;1;1
2301782;_member_meronym;2301935;8;4
2414710;_derivationally_related_form;9815790;1;1
1466828;_hypernym;8107499;MISS_1479;66
5549830;_has_part;5556943;1;10
968155;_hypernym;955060;46;9
1711445;_derivationally_related_form;7007171;1;1
2390949;_hypernym;2386388;2;4
11719468;_member_meronym;11722769;1;28
12945708;_hypernym;11585340;MISS_1495;7
471576;_synset_domain_topic_of;6090869;MISS_2365;23
7425011;_hypernym;7296428;MISS_931;118
1989720;_hypernym;1985524;MISS_106;MISS_1676
2268351;_hypernym;1158572;MISS_116;MISS_1700
2064608;_member_meronym;2065407;1;2
12100538;_member_meronym;12132299;1;1
986173;_hypernym;983824;MISS_1235;198
44353;_derivationally_related_form;5792010;1;1
5560787;_hypernym;5560244;5;8
12636705;_hypernym;11585340;3;1
853649;_derivationally_related_form;1428011;1;1
12612913;_member_meronym;12613968;7;198
13966925;_hypernym;13963970;MISS_637;105
1066775;_derivationally_related_form;1254685;1;1
3261776;_hypernym;3274561;MISS_100;MISS_878
2102484;_derivationally_related_form;2106006;1;1
2565072;_hypernym;2564720;MISS_92;MISS_255
6780309;_derivationally_related_form;1743313;1;1
6514880;_hypernym;6514093;MISS_116;MISS_1
12930044;_member_meronym;12945708;46;MISS_542
7520612;_derivationally_related_form;1779165;1;1
2835887;_synset_domain_topic_of;6090869;974;1
1454810;_derivationally_related_form;1105909;1;1
14477667;_derivationally_related_form;2558172;1;1
1913532;_derivationally_related_form;13534274;1;1
1198307;_derivationally_related_form;2581900;1;1
297404;_hypernym;297062;2;26
10670310;_derivationally_related_form;2308741;1;1
10743941;_hypernym;10780632;1;149
1116968;_derivationally_related_form;2302817;1;1
15247518;_has_part;15248269;4;1
13745420;_hypernym;13728499;MISS_134;MISS_878
2704349;_derivationally_related_form;3735637;1;1
9710164;_hypernym;9686536;MISS_372;189
9809749;_synset_domain_topic_of;8199025;2;1
10034020;_hypernym;10360747;225;44
13999206;_derivationally_related_form;2495817;1;1
1216515;_synset_domain_topic_of;8199025;773;1
7763290;_hypernym;7705931;MISS_218;5
2553697;_derivationally_related_form;1146039;1;1
2701210;_verb_group;2732798;1;1
5646218;_derivationally_related_form;440286;1;1
1801600;_derivationally_related_form;4779649;1;1
4120093;_hypernym;3183080;MISS_1033;MISS_1
8722645;_instance_hypernym;9399592;85;7
8860123;_member_of_domain_region;470966;1;MISS_2657
2034671;_hypernym;2035919;14;3
7007945;_derivationally_related_form;988287;1;1
4190747;_hypernym;3546766;MISS_41;MISS_2068
3450018;_hypernym;3096960;MISS_192;MISS_1690
6470073;_derivationally_related_form;2896789;1;1
931467;_verb_group;932161;1;1
2603699;_derivationally_related_form;13954253;1;1
1673668;_member_meronym;1682920;1;21
9102016;_has_part;9103648;98;MISS_1413
404642;_derivationally_related_form;1136519;1;1
2681518;_derivationally_related_form;2748927;1;1
573671;_derivationally_related_form;14724025;1;1
2155448;_hypernym;5225602;MISS_471;MISS_1
1432474;_derivationally_related_form;5301908;1;1
334996;_derivationally_related_form;708017;1;1
1930874;_hypernym;1224744;3;10
9819291;_derivationally_related_form;6097775;1;1
3722007;_derivationally_related_form;508032;1;1
2396716;_derivationally_related_form;163779;1;1
2761696;_hypernym;3316406;MISS_129;MISS_1
1876180;_member_meronym;1876326;1;1
2269767;_hypernym;2269143;1;1
1259458;_derivationally_related_form;9222051;1;1
1354405;_hypernym;1354006;MISS_41;MISS_1675
592535;_derivationally_related_form;10104209;1;1
7513508;_hypernym;26192;MISS_407;343
633443;_derivationally_related_form;10706812;1;1
2117649;_hypernym;2106506;MISS_225;406
4146050;_hypernym;2913152;12;1
8018189;_synset_domain_topic_of;759694;3;1
5573602;_hypernym;5580416;MISS_102;MISS_293
3473966;_hypernym;2756098;MISS_217;MISS_527
6920010;_hypernym;6907728;MISS_171;MISS_1
1730384;_hypernym;1729431;3;1
1665541;_hypernym;1663401;MISS_99;169
2686625;_verb_group;1212230;1;1
9773245;_derivationally_related_form;2583545;1;1
11804604;_member_meronym;11815194;1;56
2725367;_hypernym;3740161;295;1
6295235;_member_of_domain_usage;4356056;1;4
3186399;_derivationally_related_form;1693453;1;1
1370561;_hypernym;1400044;MISS_236;1051
8161068;_derivationally_related_form;2400760;1;1
14541852;_derivationally_related_form;2545272;1;1
2231661;_derivationally_related_form;33020;1;1
12812665;_hypernym;11579418;MISS_1417;1
2431320;_derivationally_related_form;7331400;1;1
8293982;_member_meronym;8305942;MISS_53;MISS_1
5098942;_hypernym;5090441;MISS_261;217
12698905;_hypernym;11585340;5;1
11659068;_member_meronym;11659248;MISS_81;MISS_101
14997888;_hypernym;14868564;MISS_23;MISS_1681
2636516;_hypernym;2203362;988;104
1176079;_derivationally_related_form;7650792;1;1
2172888;_derivationally_related_form;5720248;1;1
8725454;_instance_hypernym;8633957;87;1
2485631;_derivationally_related_form;3491724;1;1
1831519;_member_meronym;1833283;MISS_1;MISS_1018
12039743;_member_meronym;12045695;1;1
630380;_derivationally_related_form;5835162;1;1
821580;_verb_group;821765;1;1
5651971;_derivationally_related_form;2108665;1;1
13994148;_hypernym;13991823;MISS_281;MISS_2055
2128873;_derivationally_related_form;10633450;1;1
1787835;_hypernym;1767661;MISS_231;192
8032594;_synset_domain_topic_of;759694;3;1
2895154;_hypernym;2740764;7;1
1084331;_synset_domain_topic_of;464894;36;1
2225959;_member_meronym;2227773;22;116
272391;_derivationally_related_form;5677504;1;1
7030718;_hypernym;7028373;MISS_246;MISS_883
6797169;_derivationally_related_form;772640;1;1
11472699;_hypernym;11428023;MISS_114;MISS_1
2575766;_member_meronym;2580055;11;195
10122441;_hypernym;9972661;MISS_89;MISS_1
1348075;_hypernym;1347583;MISS_33;MISS_1
7986771;_synset_domain_topic_of;5778131;MISS_525;MISS_1
1447868;_also_see;1675780;MISS_13;MISS_808
12892226;_member_meronym;12898959;3;268
8522872;_hypernym;8521816;MISS_165;MISS_956
2575082;_derivationally_related_form;752431;1;1
10829450;_instance_hypernym;10020890;7;6
1788730;_hypernym;8102555;107;44
7939159;_derivationally_related_form;2066304;1;1
6248693;_hypernym;5996646;MISS_944;MISS_1
11852255;_hypernym;11573660;5;1
1872635;_member_meronym;1872772;MISS_44;MISS_537
1577093;_derivationally_related_form;277811;1;1
9140148;_has_part;8605261;22;689
7993109;_hypernym;7951464;611;21
1931768;_derivationally_related_form;815173;1;1
9275473;_has_part;8813978;1;1
389638;_hypernym;224901;4;1
6183899;_derivationally_related_form;10705615;1;1
30010;_derivationally_related_form;7128060;1;1
1409523;_hypernym;1405044;51;3
2923129;_hypernym;2727825;MISS_252;558
2658670;_hypernym;1432517;18;1
326619;_derivationally_related_form;246940;1;1
10018861;_hypernym;10677271;MISS_256;1092
1723259;_hypernym;1656813;MISS_1125;36
439343;_derivationally_related_form;5058140;1;1
1344963;_also_see;922594;1;1
14986004;_derivationally_related_form;287560;1;1
11894173;_member_meronym;11894770;2;32
14439447;_derivationally_related_form;2547225;1;1
8740875;_has_part;8742743;19;514
1408383;_member_meronym;1408547;MISS_70;MISS_30
1709278;_hypernym;1657723;MISS_717;34
8860123;_member_of_domain_region;5689109;1;MISS_2657
13448778;_hypernym;13518963;MISS_563;MISS_1
3509025;_derivationally_related_form;2333358;1;2
2467003;_verb_group;2467203;1;1
9631;_hypernym;10054;21;81
10734963;_derivationally_related_form;3612965;1;1
6028904;_hypernym;6027264;8;24
900726;_derivationally_related_form;1688771;1;1
26385;_derivationally_related_form;13549488;1;1
3826;_hypernym;1740;MISS_153;1413
10252354;_hypernym;13950812;7;1
724492;_derivationally_related_form;5982915;1;1
14514805;_hypernym;14514039;MISS_89;MISS_1
2222718;_member_meronym;2224323;23;109
12954185;_member_meronym;12954353;MISS_110;MISS_133
6838543;_hypernym;6828818;1;1
1765392;_hypernym;1764800;MISS_140;899
305846;_derivationally_related_form;7116304;1;1
8506641;_hypernym;8673395;12;1
1484982;_hypernym;452512;MISS_1302;1649
98385;_hypernym;97504;MISS_198;MISS_1
1726960;_member_meronym;1729838;1;1
12005500;_hypernym;11579418;9;1
2698944;_derivationally_related_form;7108123;1;1
1019524;_hypernym;1018630;MISS_599;302
2258600;_also_see;1076793;1;1
13124654;_derivationally_related_form;2652590;1;1
2041678;_derivationally_related_form;1060198;1;1
10435;_verb_group;13615;1;1
650353;_hypernym;618878;MISS_42;MISS_2097
12800832;_hypernym;12800586;1;30
897746;_derivationally_related_form;10207831;1;1
12163649;_member_meronym;12164065;MISS_42;MISS_486
6363778;_hypernym;6349220;MISS_254;MISS_261
903385;_hypernym;806049;MISS_27;MISS_2334
9758643;_derivationally_related_form;2516594;1;1
838043;_derivationally_related_form;10201535;1;1
4567222;_hypernym;3720163;MISS_168;MISS_640
1407904;_synset_domain_topic_of;464894;209;3
2234087;_derivationally_related_form;9784707;1;1
4990525;_hypernym;4990220;MISS_31;MISS_588
4634540;_derivationally_related_form;857923;1;1
4160586;_hypernym;2691156;MISS_564;MISS_1678
10310903;_hypernym;7846;MISS_3779;6
2238743;_hypernym;1759182;15;1
3421768;_synset_domain_topic_of;8199025;MISS_4141;1
9117351;_has_part;9453288;6;17
192836;_derivationally_related_form;10056103;1;1
6232880;_hypernym;6224136;MISS_29;MISS_1818
559919;_derivationally_related_form;4992570;1;1
9425607;_derivationally_related_form;1513838;1;1
13456071;_derivationally_related_form;573247;1;1
1467370;_derivationally_related_form;8565701;1;1
1031256;_derivationally_related_form;318186;1;1
1315581;_derivationally_related_form;2533075;1;1
6880664;_derivationally_related_form;135285;1;1
2494356;_hypernym;2495038;3;5
5519085;_has_part;5520699;MISS_62;MISS_610
12396924;_has_part;2949691;MISS_44;MISS_410
7560903;_hypernym;7560652;2;1
593669;_derivationally_related_form;5781145;1;1
12150447;_hypernym;12149751;53;17
14319454;_hypernym;14299637;MISS_472;MISS_1
10488016;_derivationally_related_form;6055946;1;1
1771966;_hypernym;1342529;28;1
13751829;_hypernym;13745420;80;1
1627947;_hypernym;1627355;MISS_375;MISS_261
222135;_derivationally_related_form;264529;1;1
11705921;_member_meronym;11706325;MISS_380;MISS_106
11322178;_instance_hypernym;10599806;3;1
1089137;_hypernym;1088923;97;2
2491107;_hypernym;2490219;1;5
11692952;_member_meronym;11739530;1;3
1277974;_derivationally_related_form;3376279;1;1
12134025;_hypernym;12141495;MISS_202;MISS_1
10644179;_derivationally_related_form;1230350;1;1
11766609;_member_meronym;11773860;2;206
4429756;_synset_domain_topic_of;3082979;MISS_1251;60
6822198;_derivationally_related_form;983333;1;1
12759496;_hypernym;11567411;3;1
8025497;_instance_hypernym;8392137;2;1
10089615;_derivationally_related_form;2527431;1;1
120202;_derivationally_related_form;1965156;1;1
2460684;_hypernym;1864707;47;1
1813668;_derivationally_related_form;7527817;1;1
1126051;_derivationally_related_form;7298154;1;1
11651259;_member_meronym;11653323;2;32
673710;_derivationally_related_form;176618;1;1
82714;_hypernym;78760;12;1
7990956;_member_meronym;1503061;MISS_257;MISS_9
378479;_derivationally_related_form;2761685;MISS_1014;MISS_4511
9049303;_has_part;9112282;3;7
9904057;_hypernym;10372373;MISS_1470;202
1313411;_hypernym;214951;MISS_714;179
13289845;_hypernym;13384557;MISS_109;MISS_412
13140699;_member_meronym;13143930;22;173
392950;_derivationally_related_form;1351170;1;1
162632;_derivationally_related_form;1021420;1;1
2446352;_hypernym;2445715;1;1
2418872;_also_see;638981;MISS_1020;MISS_119
15224293;_synset_domain_topic_of;8441203;MISS_4512;2
358431;_derivationally_related_form;9488259;1;1
1726390;_member_meronym;1751621;2;33
119873;_hypernym;109660;MISS_2758;22
8860123;_member_of_domain_region;10525878;1;22
775943;_hypernym;796886;MISS_153;MISS_1673
3457793;_hypernym;3461119;MISS_143;MISS_764
1072780;_derivationally_related_form;1182293;1;1
1733213;_synset_domain_topic_of;543233;3;1
812580;_derivationally_related_form;9997404;1;1
2249018;_derivationally_related_form;6356515;93;60
5088804;_hypernym;5083328;MISS_113;MISS_1675
614057;_derivationally_related_form;10007109;1;1
6990000;_hypernym;6986558;MISS_146;MISS_1693
5706954;_hypernym;5706629;MISS_33;MISS_1729
6688522;_derivationally_related_form;2356567;1;1
945401;_hypernym;407535;MISS_1310;27
11864602;_hypernym;11565385;1;1
9911849;_derivationally_related_form;4878646;1;1
2499178;_hypernym;1864707;31;1
3350602;_synset_domain_topic_of;454237;MISS_9;MISS_185
10386071;_hypernym;7846;MISS_3779;7
505151;_hypernym;126264;813;15
8594886;_synset_domain_topic_of;8199025;653;1
8730550;_instance_hypernym;9316454;26;2
549472;_hypernym;549284;MISS_58;MISS_2057
2067100;_member_meronym;2067240;MISS_46;MISS_537
12546015;_member_meronym;12546962;MISS_103;MISS_549
1743217;_derivationally_related_form;10413834;1;1
3598151;_hypernym;3381776;MISS_9;MISS_1
2434238;_derivationally_related_form;8008335;1;1
1745536;_derivationally_related_form;652659;1;1
4119892;_derivationally_related_form;2362798;1;1
2950482;_hypernym;3467984;11;14
296178;_derivationally_related_form;999787;1;1
4635631;_hypernym;4616059;MISS_341;87
8842258;_instance_hypernym;9203827;275;5
8163273;_hypernym;8163792;MISS_133;MISS_2458
1877620;_hypernym;1835496;140;1
1775879;_member_meronym;1781274;16;131
1454636;_derivationally_related_form;4495843;1;1
827379;_derivationally_related_form;1271189;1;1
12646950;_hypernym;13112664;4;2
13444131;_hypernym;13446390;MISS_383;MISS_1
1683724;_hypernym;1656813;1;1
552253;_hypernym;126264;157;2
8293982;_hypernym;8008335;MISS_325;34
367685;_derivationally_related_form;146856;1;1
2271740;_hypernym;1759182;MISS_1263;4
9282724;_derivationally_related_form;511855;1;1
12619306;_member_meronym;12623368;3;176
535844;_derivationally_related_form;7829412;1;1
9409203;_hypernym;2684;MISS_1308;242
422551;_hypernym;421437;5;20
10084295;_derivationally_related_form;15147330;1;1
5313535;_hypernym;5254795;MISS_170;109
7398097;_derivationally_related_form;2186506;1;1
3894051;_hypernym;3003730;MISS_135;MISS_1
13949576;_derivationally_related_form;2099774;1;1
3004824;_has_part;3024064;MISS_17;MISS_440
2129709;_derivationally_related_form;5656537;1;1
1453433;_also_see;2677797;MISS_13;MISS_120
1401772;_hypernym;1400044;5;1
11799732;_has_part;11800236;96;7
3196324;_hypernym;3082979;395;174
471277;_hypernym;557588;MISS_173;MISS_728
15015501;_derivationally_related_form;504901;1;1
14084880;_hypernym;14052403;4;3
14947807;_derivationally_related_form;523436;1;1
2058794;_also_see;2094755;3;3
1190561;_synset_domain_topic_of;8441203;5;1
354634;_hypernym;1859221;7;3
2676789;_verb_group;2707429;1;1
11947251;_hypernym;13118707;MISS_577;200
11527967;_hypernym;11419404;MISS_243;540
13192025;_member_meronym;13199244;1;49
883226;_derivationally_related_form;7229530;1;3
9934921;_derivationally_related_form;13384557;1;1
2499312;_hypernym;2501738;5;2
1068012;_hypernym;1066163;MISS_149;1627
653719;_hypernym;634586;MISS_170;MISS_1
1023820;_derivationally_related_form;2372605;1;1
5893653;_hypernym;5833840;MISS_301;193
13248928;_hypernym;13248393;1;4
1402381;_member_meronym;1402169;MISS_791;MISS_1
1487311;_derivationally_related_form;2924023;1;1
8977948;_has_part;8978161;MISS_369;MISS_490
4692908;_hypernym;4692157;MISS_191;562
12423565;_member_meronym;12445848;1;22
427397;_hypernym;2609764;MISS_165;1432
10433164;_derivationally_related_form;1941093;1;1
9454265;_instance_hypernym;9215664;4;2
12150969;_hypernym;12150028;1;1
12538603;_member_meronym;12540250;MISS_42;MISS_576
8860123;_member_of_domain_region;3476684;1;MISS_2657
1438720;_member_meronym;1440344;2;207
246217;_hypernym;247390;MISS_113;MISS_1682
8860123;_member_of_domain_region;13249245;1;MISS_2657
7705931;_hypernym;13134947;5;1
366691;_derivationally_related_form;4975340;1;1
363052;_hypernym;362659;3;5
3066658;_derivationally_related_form;10978098;1;1
2547225;_derivationally_related_form;14440137;1;1
9683306;_hypernym;9682291;67;4
7118002;_derivationally_related_form;951206;1;1
13550089;_synset_domain_topic_of;6055946;1;1
607405;_derivationally_related_form;5996646;1;1
6503224;_derivationally_related_form;277399;1;1
9375693;_instance_hypernym;9360122;1;1
10268629;_derivationally_related_form;8375526;1;1
7331210;_hypernym;7427337;MISS_123;713
9767197;_derivationally_related_form;1095899;1;1
10384214;_derivationally_related_form;6073494;1;1
1751979;_member_meronym;1752165;8;96
2157557;_hypernym;5470189;MISS_333;51
527367;_derivationally_related_form;1159964;1;1
12515711;_has_part;12515925;15;12
1987353;_member_meronym;1987545;5;1
2104882;_hypernym;2104523;MISS_84;MISS_1
2346823;_hypernym;1862557;4;1
566895;_hypernym;126264;37;1
1369346;_also_see;1259691;MISS_43;MISS_398
4062179;_hypernym;3579982;MISS_189;MISS_1
3499142;_hypernym;3290771;MISS_135;MISS_2088
5075602;_derivationally_related_form;2333689;1;1
476389;_has_part;457228;MISS_56;MISS_67
1485158;_derivationally_related_form;1103788;1;1
1736569;_member_meronym;1736796;10;14
834198;_derivationally_related_form;1642924;1;1
330003;_hypernym;328802;MISS_127;MISS_1
12551457;_hypernym;13104059;78;1
1547641;_hypernym;1494310;1014;15
925873;_verb_group;545557;1;1
1109863;_derivationally_related_form;959992;1;1
2038791;_derivationally_related_form;5068080;1;1
3845550;_hypernym;4074482;177;382
12586110;_hypernym;11556857;13;1
12166128;_hypernym;12157769;12;4
10502950;_derivationally_related_form;1155044;1;1
10070711;_hypernym;10047459;MISS_143;MISS_2061
85626;_derivationally_related_form;3673594;1;1
252019;_derivationally_related_form;13489037;1;1
1941987;_synset_domain_topic_of;300441;2;1
1394464;_derivationally_related_form;358290;1;1
2196690;_derivationally_related_form;7828987;1;1
28651;_has_part;27167;MISS_57;MISS_320
10141590;_hypernym;10373998;MISS_124;MISS_1
9790482;_derivationally_related_form;644583;1;1
15153787;_hypernym;15144371;4;2
6770875;_hypernym;6722453;MISS_723;220
8000304;_derivationally_related_form;2727039;1;1
1180695;_also_see;1557614;1;1
650353;_derivationally_related_form;4748836;1;1
1680836;_derivationally_related_form;6102476;1;1
8860123;_member_of_domain_region;10229721;1;MISS_2657
2769290;_hypernym;3996416;1;1
8419163;_derivationally_related_form;2210855;1;1
2690093;_hypernym;2655135;26;5
8860123;_member_of_domain_region;5909384;1;MISS_2657
365188;_hypernym;126264;1413;16
12185078;_hypernym;11575425;6;1
2593107;_hypernym;2413480;MISS_230;MISS_156
9797113;_derivationally_related_form;720808;1;1
331102;_derivationally_related_form;2753255;2;1
3009269;_derivationally_related_form;1949817;1;1
2431337;_hypernym;2431122;MISS_31;MISS_1
928015;_hypernym;831651;MISS_1629;26
514871;_derivationally_related_form;248063;1;1
1084866;_verb_group;1084588;1;1
138599;_derivationally_related_form;1431879;1;1
12511046;_hypernym;11585340;2;1
12423565;_member_meronym;12443144;1;20
10299700;_derivationally_related_form;1430633;1;1
2072673;_derivationally_related_form;4055180;1;1
7193184;_derivationally_related_form;788184;1;1
12787565;_member_meronym;12791539;15;222
11708181;_member_meronym;11708442;12;77
3536348;_derivationally_related_form;1661804;1;1
382493;_derivationally_related_form;7416441;1;1
431610;_hypernym;140123;MISS_1532;23
7974025;_derivationally_related_form;739662;1;1
58645;_hypernym;56930;3;2
12932532;_hypernym;11585340;3;1
1884348;_member_meronym;1884476;5;5
11911591;_member_meronym;11938977;1;127
1690294;_synset_domain_topic_of;933420;3;1
9207288;_has_part;8848094;1;2
10745332;_hypernym;9863238;7;114
1408153;_synset_domain_topic_of;464894;50;2
7298154;_derivationally_related_form;2596493;1;1
2708224;_hypernym;3082979;MISS_543;MISS_1
61079;_hypernym;60833;MISS_98;MISS_1
6238;_hypernym;104868;21;8
14094068;_hypernym;14058563;MISS_130;MISS_308
1662771;_derivationally_related_form;3779621;1;1
8293490;_hypernym;7951464;MISS_1748;45
14547369;_derivationally_related_form;1017738;1;1
2245993;_verb_group;2244956;1;1
2504131;_derivationally_related_form;123170;1;1
5407119;_hypernym;5404728;MISS_123;MISS_1733
1999374;_member_meronym;1999767;10;151
13631037;_hypernym;13601596;1;1
3649909;_derivationally_related_form;1319562;1;1
2129289;_verb_group;2156225;1;1
13812607;_derivationally_related_form;10236304;1;1
9977520;_derivationally_related_form;974786;1;1
785962;_derivationally_related_form;10207831;1;1
768778;_derivationally_related_form;159899;1;1
9411430;_has_part;9475292;3;5
24279;_hypernym;22686;1;4
10661563;_derivationally_related_form;6249177;1;1
1921204;_derivationally_related_form;291965;1;1
2460684;_member_meronym;2460817;3;2
1086103;_derivationally_related_form;10542888;1;1
14770838;_hypernym;4528630;6;1
318816;_derivationally_related_form;3281935;1;1
5936704;_hypernym;5928118;8;5
2461701;_hypernym;1864707;MISS_1053;13
2711835;_derivationally_related_form;3390983;MISS_1084;MISS_770
1955127;_derivationally_related_form;61290;1;1
6295235;_member_of_domain_usage;3688192;2;MISS_2511
6498569;_member_meronym;6836714;1;9
2952109;_hypernym;3309808;MISS_824;107
8976913;_instance_hypernym;8524735;206;1
2394822;_hypernym;1862557;16;1
1704953;_synset_domain_topic_of;929718;4;1
699626;_derivationally_related_form;6511874;1;1
8847694;_has_part;9044190;5;11
2686952;_derivationally_related_form;13913427;1;1
8230679;_hypernym;8227214;MISS_560;MISS_1
1600909;_hypernym;1507175;77;1
2642634;_derivationally_related_form;1767661;1;1
6451891;_has_part;6433249;6;19
12915400;_hypernym;11566230;238;25
12536665;_hypernym;11585340;2;1
1323338;_derivationally_related_form;15032376;1;1
7519773;_derivationally_related_form;1782650;1;1
12226322;_member_meronym;12233759;3;134
720565;_derivationally_related_form;2382087;1;1
239321;_hypernym;109660;36;2
11335878;_instance_hypernym;10323182;MISS_428;74
7110615;_derivationally_related_form;10599806;1;1
1118081;_derivationally_related_form;788821;1;1
14557898;_synset_domain_topic_of;6043075;MISS_877;12
7849336;_hypernym;7555863;13;2
8154960;_hypernym;8153437;4;1
1677387;_hypernym;1675963;MISS_843;MISS_1
1521367;_derivationally_related_form;7443010;1;1
7335414;_derivationally_related_form;388635;1;1
6440937;_instance_hypernym;6394865;1;1
8761868;_instance_hypernym;8691669;MISS_1298;9
1538161;_hypernym;1534147;MISS_131;1178
1012712;_derivationally_related_form;483801;1;1
12678548;_has_part;7765208;MISS_116;MISS_212
8761244;_has_part;8762104;107;433
1809064;_hypernym;725274;1;1
9027089;_instance_hypernym;8633957;65;1
5271814;_hypernym;5269901;MISS_261;10
14888310;_hypernym;14731135;MISS_106;MISS_1
9069862;_has_part;9070363;698;MISS_1054
1042531;_verb_group;907930;1;1
1823279;_hypernym;1507175;81;1
11924014;_hypernym;11672400;MISS_196;203
7714078;_hypernym;7713895;MISS_4;MISS_1
11771383;_hypernym;11567411;1;1
11942366;_member_meronym;11942487;MISS_111;MISS_541
1728840;_derivationally_related_form;3565402;1;1
1237872;_derivationally_related_form;405236;1;1
194645;_hypernym;191142;MISS_718;246
1079480;_verb_group;1080691;1;1
10484858;_synset_domain_topic_of;8441203;32;1
766234;_hypernym;745005;154;33
11067885;_instance_hypernym;10515194;MISS_407;MISS_1
9993252;_derivationally_related_form;1997862;1;1
65070;_derivationally_related_form;14324274;1;1
5802547;_derivationally_related_form;642644;1;1
9114696;_has_part;9115315;156;MISS_1080
2694933;_hypernym;918872;15;2
7075172;_member_of_domain_usage;8245425;4;MISS_2015
14526182;_hypernym;14524849;MISS_231;MISS_2085
2619738;_member_meronym;2619861;48;36
12366313;_hypernym;13123431;MISS_22;MISS_615
3763403;_hypernym;3763133;17;13
1331237;_hypernym;1329239;MISS_161;MISS_1
1176931;_derivationally_related_form;10349243;118;11
12118414;_hypernym;12135898;1;1
5958427;_hypernym;5943300;MISS_289;MISS_1
5186306;_synset_domain_topic_of;8441203;132;1
879540;_hypernym;2401523;1;11
201407;_derivationally_related_form;751145;1;1
2581957;_has_part;7778938;88;5
